IE;TOKEN;CONT;SOMA
"062546597";"8137266766";10;23.238,50
"062546597";"8737266766";1;3.274,42
"062559222";"8199739010";20;48.918,45
"062748971";"08796265062";16;17.739,87
"062748971";"8738811416";14;27.469,99
"062748971";"8796265062";9;33.756,46
"062748971";"87996265062";19;19.083,14
"062757105";"08188074442";2;3.123,91
"062757105";"81987622501";10;12.401,99
"062757105";"987622501";9;8.423,77
"062757105";"988074442";3;703,51
"062768905";"008130114627";3;1.016,26
"062768905";"30114627";18;34.028,37
"062768905";"8130114627";8;12.641,24
"062768905";"8195355144";6;43.725,77
"062809008";"00008135331561";1;80.981,09
"062809008";"0099102563";12;5.915,07
"062809008";"8135331561";27;9.886,18
"062809008";"81997370683";30;11.954,15
"062809008";"81999102563";50;60.134,87
"062869922";"00008192469999";2;176.122,85
"062869922";"8192469999";1;100,82
"062869922";"81992469999";45;32.647,95
"062869922";"992469999";8;2.433,30
"062892908";"81998240041";7;3.531,59
"062892908";"998240041";16;4.342,00
"062975366";"8738645944";6;11.141,41
"062975366";"8788112589";2;2.169,61
"062976338";"8195072896";16;127.103,85
"062976338";"81995072896";2;10.063,53
"062976338";"81996194444";6;21.154,66
"063035103";"008100000000";1;484,34
"063035103";"32362220";13;17.300,61
"063035103";"32662220";1;548,43
"063035103";"8132262220";2;6.559,39
"063035103";"8132362220";5;5.311,51
"063035103";"81997977737";11;8.193,94
"063339072";"0032215710";2;757,20
"063339072";"81033718051";4;3.000,48
"063339072";"8133718051";87;5.280,44
"063339072";"81992126878";2;1.008,00
"063339072";"88997078102";2;1.348,45
"063339072";"8899922981";1;460,00
"063385422";"8136352121";6;17.968,21
"063385422";"818136352121";1;1.969,15
"063385422";"8181939300";1;2.375,30
"063385422";"8193035873";1;1.189,20
"063385422";"81981939300";1;6.049,80
"063385422";"8199303587";2;17.855,38
"063387204";"8700960560";2;6.472,03
"063387204";"8739862130";21;34.231,19
"063402530";"81987420845";18;117.533,34
"063441195";"81983181838";19;98.206,33
"063486962";"1987097090";2;6.523,38
"063486962";"81987097090";8;16.046,25
"063533987";"8130320338";23;59.655,42
"063533987";"8399615459";1;1.649,30
"063624605";"08796248943";18;11.932,69
"063624605";"8738842473";15;25.608,22
"063624605";"87991174320";22;19.894,60
"063624605";"87996248943";18;8.966,46
"063681749";"8739642535";55;34.835,83
"063681749";"8781185514";1;623,52
"063681749";"87981185514";8;14.826,21
"063681749";"87981195514";4;31.532,75
"063704463";"8134733779";14;80.749,00
"063704463";"81996421518";6;2.161,50
"063755530";"81986186385";6;5.640,86
"063755530";"81994919613";4;6.942,84
"063798182";"8132653932";2;3.437,40
"063798182";"8137217922";1;1.560,48
"063798182";"8137217926";60;155.926,64
"063827204";"7332873648";1;2.810,44
"063827204";"8134921056";10;21.633,55
"063827204";"8185734834";2;2.373,00
"063827204";"81985734834";12;19.860,74
"063827204";"85734834";13;23.567,31
"063911841";"33163288";1;49,90
"063911841";"8133163288";24;38.212,81
"063911841";"81996061774";4;4.441,72
"063943450";"008132282561";5;465.763,20
"063955032";"81999900988";7;78.289,89
"063955385";"8195051360";21;114.457,09
"063998602";"1126927005";1;165.173,40
"063998602";"1153314084";32;1.054.483,56
"063998602";"11972627684";1;151.753,49
"063998602";"558137319406";1;22.461,60
"063998602";"8137311453";9;277.157,74
"063998602";"8137319406";13;410.247,10
"063998602";"8199398080";2;49.702,46
"063998602";"81996582370";2;78.554,43
"063998602";"81999398080";24;382.274,61
"064032981";"34763716";1;1.314,24
"064032981";"8134763716";19;17.163,17
"064032981";"8188061744";10;28.524,00
"064032981";"81984352812";11;17.392,23
"064032981";"81988061744";13;47.875,85
"064032981";"988061744";6;40.564,77
"064067696";"081879994";2;2.052,30
"064067696";"087999486238";3;2.447,82
"064067696";"8799486238";5;7.688,08
"064067696";"87999486238";58;73.790,73
"064067696";"88999486238";2;2.616,50
"064146480";"8187591467";3;8.020,68
"064146480";"81985085240";4;46.603,46
"064146480";"81987591467";8;2.330,46
"064146480";"985085240";2;611,41
"064191869";"07436122127";1;3.549,00
"064191869";"7436129127";4;16.372,56
"064296296";"081992039774";1;75,00
"064296296";"8137218456";7;34.296,70
"064296296";"8195232995";1;2.009,22
"064358232";"8199916688";2;627,91
"064358232";"8199953632";1;160,00
"064358232";"81999916688";1;475,00
"064397483";"00081985677087";1;2.603,14
"064397483";"081994133684";1;108.229,50
"064397483";"1997335962";2;8.009,26
"064397483";"30401364";3;575,99
"064397483";"8130401364";1;10.011,00
"064397483";"8131253135";1;15.120,00
"064397483";"8134458578";1;1.552,89
"064397483";"8197335962";10;9.016,37
"064397483";"81984507893";1;1.691,78
"064397483";"8198865373";12;994.222,77
"064397483";"8199413684";17;832.751,62
"064397483";"8199733596";3;9.179,35
"064397483";"81997335962";5;17.225,23
"064397483";"8199941368";2;147.784,50
"064397483";"999413684";2;28.520,00
"064496201";"8738742653";8;31.054,14
"064520005";"8186686883";3;3.889,75
"064520005";"8198668688";22;23.725,64
"064520005";"81986686883";11;11.208,92
"064520005";"8199645371";52;71.874,12
"064574601";"30382427";8;10.464,30
"064574601";"8130232015";8;12.066,85
"064574601";"8130325706";5;5.751,62
"064574601";"813038242";30;45.867,75
"064574601";"8130382427";6;11.487,90
"064574601";"8184720616";2;612,18
"064574601";"81984652427";2;426,05
"064607208";"81985819322";4;224,48
"064673006";"00000000000";1;2.376,00
"064673006";"30320830";8;33.121,00
"064673006";"8130320830";3;25.818,60
"064673006";"8130348249";52;141.256,96
"064673006";"8130349107";8;51.870,96
"064673006";"8130349197";7;13.901,25
"064673006";"8130372303";12;47.540,37
"064673006";"8132413676";7;19.808,74
"064673006";"81971028484";4;4.778,53
"064673006";"8198146494";11;35.365,20
"064673006";"81981464949";11;31.059,43
"064673006";"81992938363";27;86.493,10
"064727882";"81988810669";1;2.009,25
"064727882";"81991985140";1;1.928,70
"064757285";"8135512541";7;13.133,79
"064757285";"81987851026";4;5.511,08
"064757285";"81995733700";5;42.418,61
"064767671";"8135345173";4;12.781,10
"064767671";"8198645214";3;42.544,96
"064767671";"81986452145";2;9.366,18
"064833640";"32656533";9;4.796,65
"064833640";"8132656533";23;24.146,12
"064840182";"8194267168";1;930,12
"064840182";"8195306400";1;5.050,50
"064840182";"81994267168";8;56.345,00
"064840182";"81995306400";2;18.420,67
"064877345";"81031253759";7;49.614,00
"064925765";"30373090";1;495,09
"064925765";"8130373099";4;31.279,99
"064958426";"8137311028";2;6.239,25
"064958426";"8199151333";4;45.738,30
"064958426";"81991513339";1;5.215,50
"064958426";"8199361831";33;187.460,80
"064958426";"8596288574";3;3.089,60
"064967760";"34875544";5;6.831,00
"064967760";"8132223016";1;348,60
"064967760";"8133144502";16;27.921,44
"064967760";"8134875544";3;2.238,00
"064969622";"8132035333";2;12.470,75
"064993507";"81984152177";2;23.059,19
"064993507";"985859102";2;40.535,91
"065009789";"8141016240";26;2.271.126,00
"065009789";"81985999700";1;45.890,00
"065020324";"8121041400";13;14.225,11
"065020324";"81992946071";1;580,48
"065032764";"00000000000";1;2.932,80
"065032764";"024893000";1;89,27
"065032764";"08136821745";2;3.449,30
"065032764";"08192680063";13;7.614,56
"065032764";"8136821745";22;69.724,98
"065032764";"8192680063";1;5.566,02
"065032764";"8199268063";2;3.722,20
"065032764";"81996693739";1;1.268,00
"065032764";"8532445787";1;1.735,68
"065132556";"8199653400";3;6.879,00
"065132556";"8199852385";31;12.966,33
"065177061";"81979102191";1;559,00
"065223357";"8132270048";2;10.624,20
"065223357";"8199139909";1;1.867,14
"065223357";"81991399095";1;942,51
"065261364";"8137315716";1;43.832,52
"065344499";"81994851255";6;13.062,39
"065344499";"81998999793";1;8.004,90
"065344499";"81998999893";6;45.675,65
"065344901";"81999881638";1;62,30
"065484401";"08136521427";32;254.616,76
"065529863";"1533580078";9;23.742,30
"065529863";"8199721130";7;4.968,73
"065529863";"81997211303";5;150.286,95
"065529863";"81998987008";11;40.957,11
"065644026";"81993500574";32;41.907,38
"065674448";"8192934003";1;4.464,02
"065674448";"819293400381";1;280,00
"065674448";"81992934003";1;720,00
"065785940";"8738673355";1;838,80
"065826485";"081989849956";1;1.876,23
"065826485";"8137051124";1;2.437,68
"065826485";"8189849956";1;5.520,06
"065826485";"81989849956";11;37.783,51
"065826485";"989849956";2;6.034,08
"065939336";"58194618079";1;2.148,40
"065939336";"8136891097";12;23.929,76
"065939336";"8199186339";3;9.792,35
"065975308";"87988290451";1;88,80
"065975308";"87988597879";1;9.990,99
"065978820";"00000000";11;325.200,00
"065978820";"008199038385";14;359.255,00
"065978820";"08199836680";6;135.000,00
"065978820";"8137381453";4;22.672,68
"065978820";"8193456566";6;107.250,00
"065978820";"81981397338";2;72.550,00
"065978820";"8199836680";11;636.705,71
"065978820";"81999038385";1;4.161,34
"065978820";"81999439333";4;91.550,00
"065978820";"8732544058";55;546.138,71
"065978820";"8738821558";9;220.500,00
"066038316";"8133432382";5;10.033,60
"066038316";"8133433388";1;1.839,30
"066038316";"8133433688";16;32.498,80
"066118182";"8194234200";4;41.217,48
"066118182";"81992166187";1;79.868,25
"066118182";"81994234200";2;33.637,38
"066118182";"94234200";6;5.635,00
"066121990";"000000000000";11;715.981,28
"066121990";"0000000000000";5;108.925,00
"066121990";"08100000000";1;119.900,00
"066121990";"08130122093";5;68.870,00
"066121990";"08134290882";5;147.408,74
"066121990";"08138790806";2;4.843,75
"066121990";"08199258879";1;50.176,50
"066121990";"30122093";5;367.665,88
"066121990";"3879080";1;46.250,00
"066121990";"38790806";15;132.140,00
"066121990";"5436151125";15;1.125.769,02
"066121990";"558138790806";1;9.000,00
"066121990";"8130122093";4;27.562,50
"066121990";"8132531688";1;7.490,00
"066121990";"8138790806";28;1.310.786,49
"066121990";"81999258879";1;790,00
"066138531";"08132731845";2;2.064,00
"066138531";"8132731845";2;7.333,14
"066138531";"8186987113";4;5.255,22
"066138531";"8194236890";4;12.124,00
"066138531";"8195922548";6;89.417,78
"066138531";"81992291599";1;490,00
"066138531";"81996300068";3;6.070,22
"066183596";"30114580";94;48.710,56
"066183596";"32032403";43;30.248,62
"066183596";"8132032403";43;32.878,14
"066183596";"8134344370";30;24.439,38
"066183596";"81985522536";25;12.819,66
"066250706";"81984686209";3;830,62
"066309522";"81998297332";4;106.785,70
"066339782";"8186898812";33;215.368,12
"066339782";"8532372852";6;5.411,43
"066473241";"081988506603";1;107,00
"066473241";"8188506603";3;222,76
"066473241";"81988506603";5;2.946,54
"066594111";"8134786688";66;73.415,84
"066594111";"81987632789";17;49.892,94
"066594111";"986828506";2;712,56
"066594111";"987632789";32;22.624,48
"066607205";"1124844409";4;81.325,49
"066607205";"995214555";1;865,90
"066689414";"81999649885";95;609.299,60
"066694760";"8135361130";1;355,00
"066694760";"81999999999";38;15.262,19
"066697603";"0030330055";1;312,39
"066697603";"08134420510";11;2.639,00
"066697603";"30055991258349";18;10.985,00
"066697603";"5581995073983";2;4.773,10
"066697603";"8134420510";21;95.591,18
"066697603";"8196881404";8;5.470,48
"066757517";"08137311000";4;75.789,92
"066757517";"081997818612";1;1.710,00
"066757517";"8131365512";1;8.198,00
"066757517";"8134311000";2;1.652,24
"066757517";"8137210142";4;78.494,71
"066757517";"8137223831";2;33.852,06
"066757517";"8137311000";18;173.091,87
"066757517";"8137315396";1;10.647,55
"066757517";"8141050847";1;10.476,00
"066757517";"81994722060";1;7.239,69
"066757517";"81996625615";1;4.526,20
"066757517";"8199781861";4;36.804,71
"066757517";"81997818612";9;49.354,06
"066757517";"8888888888";1;27.000,00
"066777976";"8199120043";2;8.130,57
"066777976";"81996414552";7;137.076,14
"066777976";"81999120043";1;4.524,45
"066823404";"08132244445";1;731,45
"066823404";"08197646403";7;4.112,85
"066823404";"0998244034";2;2.085,35
"066823404";"32242461";7;13.401,27
"066823404";"32244445";1;405,90
"066823404";"8132244425";2;424,70
"066823404";"81322444445";16;4.862,07
"066823404";"8132244445";114;126.901,41
"066823404";"8132244460";1;849,65
"066823404";"8132246873";2;2.586,88
"066823404";"8132422525";2;1.180,43
"066823404";"8198105891";1;600,00
"066823404";"8199764640";11;11.915,19
"066823404";"81998244034";9;3.606,43
"066823404";"997646403";5;5.550,41
"066823404";"998244034";8;8.604,06
"066867371";"8194080406";3;701,63
"066879035";"8199634199";3;164.082,18
"066884624";"08134316433";3;2.143,11
"066884624";"8134316433";13;11.697,29
"066884624";"8185287033";18;8.233,35
"066884624";"8198484887";1;299,00
"066884624";"985287033";17;18.913,10
"066911613";"8100000000";1;600,00
"066911613";"8198770860";4;4.924,90
"066911613";"83999520132";1;1.663,00
"066914124";"08138779571";1;2.352,00
"066914124";"8133349571";2;924,30
"066914124";"8133349572";16;50.443,14
"066914124";"813334957281";1;819,84
"066914124";"8138779571";17;11.727,65
"066914124";"8197942684";8;1.426,00
"066914124";"81999596565";17;54.135,84
"066914124";"81999596565387";7;5.286,30
"066914124";"8199982580";3;24.637,41
"067093620";"000000000";19;80.436,80
"067093620";"8131365928";342;4.813.872,98
"067093620";"8132284256";1;7.916,40
"067093620";"8198206090";64;256.799,86
"067093620";"8199820609";1;12,50
"067093620";"81999004011";1;131,25
"067125921";"8799300700";1;3.180,00
"067125921";"87999300700";3;72.960,00
"067153461";"81995396858";3;15.690,93
"067298273";"8137316940";1;57.301,94
"067356818";"081991481847";5;32.869,39
"067356818";"8135441838";1;3.431,61
"067356818";"8135441839";15;32.780,27
"067356818";"81986589793";7;24.113,28
"067356818";"81987735066";1;4.010,66
"067373151";"000000000";3;5.385,65
"067373151";"8188822008";1;9.229,50
"067373151";"81988820008";27;58.886,03
"067373151";"988820008";17;49.023,92
"067411690";"7988028577";2;4.451,07
"067411690";"7988692842";1;3.595,44
"067411690";"87988028577";7;54.756,06
"067420842";"8199866198";4;1.310,40
"067586813";"08130950563";7;121.665,60
"067586813";"085179259";1;17.289,00
"067586813";"22546944";2;17.993,88
"067586813";"8131319978";31;688.017,53
"067586813";"8137310000";3;2.270,00
"067586813";"8137311075";5;200.740,93
"067586813";"8137311493";1;140,00
"067586813";"8137311914";4;35.174,50
"067586813";"8185179259";6;42.247,68
"067586813";"8191110767";1;62.999,37
"067586813";"81985179259";1;46.225,00
"067586813";"81987421657";3;82.074,29
"067586813";"81989142907";13;754,00
"067586813";"81991260895";9;444.129,08
"067586813";"81991938348";1;35,00
"067586813";"81991938358";117;336.894,00
"067586813";"81992322857";2;35.681,39
"067586813";"81992900497";3;318.134,00
"067586813";"81992957891";6;279.634,84
"067586813";"8199302012";3;66.797,48
"067586813";"8737415048";1;10.275,76
"067586813";"8888888888";4;9.209,00
"067586813";"999999999";2;19.202,40
"067598587";"8738734519";9;54.498,80
"067599800";"081996210492";1;1.025,76
"067599800";"1996210492";1;824,80
"067599800";"8137421045";12;20.289,90
"067599800";"8196210492";1;3.054,00
"067599800";"81996210492";5;7.989,68
"067631894";"8189517703";16;43.623,88
"067631894";"8198951770";2;10.853,50
"067693300";"0879988325326";1;4.173,90
"067693300";"558788325326";7;99.032,52
"067693300";"8788325326";1;148,50
"067712703";"81996341654";6;52.850,00
"067770070";"33333333333";5;18.778,00
"067770070";"8185518747";4;14.763,80
"067770070";"8185578747";1;2.225,19
"067770070";"81985518747";1;19.366,20
"067770070";"8199605159";3;144.299,22
"067770070";"81996461850";1;26.532,17
"067838804";"8100000000";5;286.169,80
"067838804";"8195829390";1;15.456,00
"067838804";"81995829390";13;432.787,24
"067870023";"0979098415";2;980,92
"067870023";"79098415";3;756,00
"067870023";"8179098415";12;11.011,65
"067870023";"8197909841";21;49.482,91
"067870023";"81987173271";10;9.928,22
"067870023";"987173271";2;2.607,01
"067934790";"3133592061";1;12.687,72
"067988296";"8194127668";3;67.423,65
"067994008";"8132579102";37;58.158,62
"067994008";"8198669144";15;32.730,84
"067994008";"81986691446";18;36.606,59
"067994008";"81988678373";29;73.247,78
"067994008";"81988678376";2;1.124,60
"067994008";"986691440";1;390,04
"067994008";"988678376";7;7.440,78
"068011105";"8130991609";3;99,00
"068013159";"08737620630";11;21.599,00
"068013159";"8737612743";3;32.606,00
"068013159";"8798981036";6;3.836,99
"068013159";"8799881036";1;490,00
"068021682";"8137418506";1;9.900,00
"068021682";"81991124502";7;10.009,61
"068023707";"8130310671";1;7.926,60
"068023707";"8130386170";24;91.844,10
"068023707";"8132234936";1;7.329,60
"068023707";"81322349363033";16;157.585,86
"068023707";"8199671170";3;13.253,20
"068023707";"81996711700303";1;252,00
"068028423";"13621270";3;3.940,00
"068028423";"8136212704";6;18.587,00
"068028423";"8136216972";1;3.505,00
"068028423";"8197718166";8;33.378,12
"068028423";"8199771816";5;1.776,00
"068028423";"997718166";3;15.125,09
"068045514";"8738730243";5;20.235,74
"068045514";"87996054226";29;62.808,32
"068045514";"87999472662";1;650,00
"068078102";"008198464137";1;150.018,40
"068078102";"8131296701";10;4.456,04
"068078102";"988882738";9;1.066,53
"068113536";"0813034034";1;2.808,06
"068113536";"08130340349";5;18.467,12
"068113536";"8130340349";6;13.666,65
"068113536";"8134924245";6;10.186,19
"068113536";"81995412730";6;10.232,81
"068120230";"813046341";1;5.332,80
"068120230";"8130463419";1;1.918,86
"068120230";"8192294000";1;2.628,02
"068120230";"81992294000";2;9.988,61
"068129025";"3175720204";3;44.594,20
"068129025";"8100000000";5;131.413,50
"068129025";"8194217667";2;271.833,90
"068129025";"8195308775";4;144.649,00
"068143958";"8137315340";1;743,52
"068143958";"8137315360";4;4.048,53
"068143958";"8191466377";11;17.575,91
"068143958";"81991466377";6;12.463,17
"068276834";"81984271333";2;4.513,62
"068276834";"81988195755";29;7.091,97
"068276834";"8199793555";28;2.654,07
"068276834";"81997935552";5;459,48
"068276834";"97935552";17;17.129,60
"068276834";"985423532";19;15.123,51
"068276834";"997935552";16;5.734,14
"068305877";"8381801616";5;30.096,82
"068305877";"8393349045";1;17.203,20
"068454953";"1996861040";2;3.938,75
"068454953";"8136331586";12;37.453,10
"068454953";"8136331686";1;970,47
"068454953";"8136371586";1;6.571,46
"068454953";"8196861040";6;16.225,54
"068454953";"8199686104";2;5.181,37
"068454953";"81996861040";3;6.154,66
"068454953";"999781006";1;5.249,23
"068554311";"36871177";1;2.259,50
"068554311";"8130871177";1;2.182,90
"068554311";"8136871177";50;50.559,45
"068554311";"81987936042";13;20.652,00
"068554311";"98793604";1;1.737,30
"068573375";"81985273288";14;30.205,20
"068573375";"81987180547";99;94.754,44
"068573375";"987180542";10;7.376,38
"068610750";"8132264839";1;85.791,20
"068628617";"8135351966";3;16.849,54
"068628617";"8135451966";2;2.253,12
"068628617";"8136261800";8;39.041,60
"068628617";"81986926461";9;23.748,20
"068635583";"8137411443";3;1.954,92
"068635583";"8189865284";3;21.924,00
"068635583";"8331029854";2;590,82
"068684797";"8135330471";3;132.317,73
"068689837";"8133250429";18;126.678,68
"068707916";"08134565871";4;1.274,18
"068707916";"34566346";9;7.543,19
"068707916";"8134565871";51;49.983,04
"068707916";"8134566346";9;9.745,68
"068707916";"8184464577";16;28.095,14
"068707916";"81984464577";11;14.335,83
"068733089";"08133615327";4;1.942,40
"068733089";"081983464723";3;10.334,74
"068733089";"0983464723";2;4.182,42
"068733089";"8132037441";12;16.489,87
"068733089";"8133442211";5;1.701,22
"068733089";"8183464723";8;25.818,10
"068733089";"8198346472";2;1.694,60
"068733089";"81983464723";45;36.473,05
"068733089";"81983464723985";3;10.667,20
"068733089";"81984080506";2;2.374,36
"068733089";"83464723";10;4.488,39
"068733089";"983464723";11;4.358,39
"068770286";"8130383375";3;39.892,00
"068770286";"8130891479";9;26.913,82
"068770286";"8186873602";2;3.576,00
"068770286";"8199733091";2;6.199,10
"068783507";"4733974248";6;26.512,59
"068783507";"8136280534";2;5.633,52
"068783507";"8137217850";23;283.055,77
"068783507";"8181342015";1;2.899,49
"068783507";"81982624941";8;124.902,21
"068783507";"8199999999";2;82.088,10
"068807201";"8134934082";6;57.146,00
"068815646";"81987541828";88;431.186,07
"068887558";"81987766660";4;10.544,91
"068906366";"0987995645";5;2.612,56
"068906366";"1987995645";2;811,20
"068906366";"34539775";7;5.464,52
"068906366";"8130752039";8;2.223,13
"068906366";"8186070511";13;4.056,61
"068906366";"8198607051";4;1.180,54
"068906366";"81987995645";3;1.014,43
"068906366";"86070511";16;8.103,42
"068906366";"986070511";14;6.028,68
"068937083";"8185518963";16;38.165,30
"068937083";"8186693318";19;24.173,78
"068937083";"81985518963";91;174.579,81
"068937083";"81985578963";2;998,00
"068937083";"81988518963";8;3.808,77
"068937083";"986693358";21;24.069,37
"068945850";"8135426908";61;247.232,02
"068945850";"8185665544";29;7.456,50
"068945850";"986269882";5;3.029,40
"068951400";"00000000";3;93.600,79
"068951400";"0032221200";23;50.066,41
"068951400";"0081032242446";1;3.944,75
"068951400";"08132248443";1;70.386,88
"068951400";"081997740376";7;106.013,64
"068951400";"32691515";1;458,90
"068951400";"81032220000";1;1.191,16
"068951400";"81032248443";48;110.228,09
"068951400";"8132220000";19;91.879,95
"068951400";"8132221200";19;335.903,27
"068951400";"8132242446";3;22.199,60
"068951400";"8132247071";2;22.858,12
"068951400";"8132248443";43;246.814,62
"068951400";"81322484438";1;2.216,81
"068951400";"8132691515";17;303.694,17
"068951400";"8133667222";1;3.116,10
"068951400";"8133667272";3;23.279,99
"068951400";"8133667474";7;17.121,23
"068951400";"8134221200";1;589,00
"068951400";"8134245223";3;24.914,26
"068951400";"8134248443";1;9.876,78
"068951400";"8139727869";6;41.320,85
"068951400";"8196942690";3;6.400,00
"068951400";"8197740376";3;6.163,26
"068951400";"81988860997";1;18.678,24
"068951400";"8199774037";2;3.034,75
"068951400";"81997740376";28;247.065,32
"068951400";"8732248443";2;5.860,52
"068969449";"8135330471";21;296.576,23
"069055602";"8130323236";1;1.512,00
"069130752";"8155004390";3;300,00
"069130752";"81989417888";47;760.980,75
"069229023";"8137311075";1;28.182,00
"069229023";"8196918041";8;85.890,53
"069229023";"81994180822";1;10.851,55
"069377308";"81989748777";1;48.409,17
"069431280";"8133417231";2;1.362,57
"069431280";"81996885263";1;313,12
"069445400";"08192119658";9;6.103,50
"069445400";"1992119658";4;25.764,92
"069445400";"80992119658";1;1.638,64
"069445400";"8192119658";42;103.576,10
"069445400";"81992119658";8;8.771,47
"069445400";"992119658";2;3.526,82
"069464707";"8835121273";72;68.487,23
"069469849";"81037262696";13;23.891,62
"069469849";"81999684863";66;91.377,67
"069469849";"999684863";1;934,04
"069469849";"999999";25;33.535,76
"069527806";"8100000000";64;112.810,55
"069527806";"8199025846";8;4.146,51
"069550026";"8737612820";16;448.162,00
"069550026";"8787376128";7;149.410,00
"069558949";"8136522580";30;122.436,26
"069558949";"8187590730";2;834,15
"069558949";"8188971117";3;390,20
"069558949";"81984989606";37;41.007,46
"069558949";"81985191841";1;1.280,00
"069558949";"81988171117";1;678,83
"069558949";"987590730";9;2.489,61
"069560412";"8188154829";127;59.813,30
"069560412";"81988154829";3;3.150,62
"069584192";"08130401350";5;6.276,35
"069584192";"8130401350";27;31.156,96
"069584192";"8198459004";1;121,94
"069584192";"991657263";6;6.037,58
"069638543";"08788498352";3;721,58
"069638543";"8788498352";7;219,70
"069638543";"87988498352";19;20.009,89
"069643113";"08181194824";2;4.603,57
"069643113";"1981194824";1;3.514,76
"069643113";"8132415083";7;17.493,97
"069643113";"8181194824";1;1.072,67
"069742286";"87998114126";15;115.170,71
"069748802";"000000";2;56.424,59
"069748802";"081994234200";2;15.447,55
"069748802";"33512552";8;65.570,27
"069748802";"4732529355";9;276.326,83
"069748802";"4733518364";1;535,20
"069748802";"4733558386";2;218.087,42
"069748802";"8173920159";18;444.903,29
"069748802";"8197392015";4;1.810,00
"069748802";"81973920159";22;67.762,50
"069748802";"8198239591";1;208,00
"069750386";"8137493023";3;95.400,86
"069750386";"8195514450";6;59.298,00
"069750386";"81992029110";2;88.592,74
"069755000";"1982884787";5;19.340,00
"069755000";"81182884784";1;23.881,00
"069755000";"8137310902";1;7.408,80
"069755000";"8137312529";25;373.057,51
"069755000";"8137315716";7;109.192,11
"069755000";"81818288478";6;185.262,64
"069755000";"8182884784";6;110.132,69
"069755000";"8182884787";16;102.028,00
"069755000";"81982884784";3;110.333,28
"069755000";"81987421657";12;319.570,46
"069894620";"87999641551";1;802,10
"069967288";"000000000";9;110.275,40
"069967288";"0878781767635";4;442.000,00
"069967288";"8534514488";1;17.260,00
"069967288";"8700000000";2;136.000,00
"070069182";"8137311000";3;93.389,78
"070069182";"8137313642";14;179.585,27
"070071322";"008137312170";7;160.829,92
"070071322";"1137311000";1;23.014,32
"070071322";"1996263488";1;19.000,00
"070071322";"8137311000";16;286.390,75
"070071322";"8137313642";2;24.356,73
"070071322";"8137317176";2;15.042,55
"070071322";"8137811000";4;79.206,89
"070071918";"08332298128";1;7.500,00
"070071918";"8137311000";20;245.637,76
"070071918";"8137311595";5;46.871,90
"070071918";"8137312506";9;219.584,43
"070071918";"8199817778";1;392,39
"070071918";"81999799047";1;11.592,00
"070108420";"8132317480";8;257.850,00
"070108420";"8132337480";1;6.000,00
"070108420";"8136211010";10;110.419,03
"070145385";"08136721179";7;2.815,40
"070145385";"30751179";1;212,45
"070145385";"36751179";12;4.206,71
"070145385";"8136721179";2;498,40
"070145385";"8188379206";17;7.034,88
"070145385";"81986038860";9;8.221,68
"070145385";"81988379206";2;673,49
"070164177";"08135236478";1;838,56
"070164177";"8135236478";13;11.360,54
"070164177";"8181000000";1;96,80
"070164177";"81810000000";1;90,00
"070164177";"8181810000";1;4.000,00
"070164177";"81988798870";1;10.778,68
"070168164";"008130885931";2;211.920,00
"070168164";"30885931";1;49.521,90
"070168164";"8130885931";1;128.269,78
"070173915";"31996593664";1;10.794,28
"070173915";"8196892329";1;1.490,00
"070173915";"8199689232";3;571.614,96
"070231893";"37216555";97;552.119,00
"070234132";"8185156682";7;427.934,00
"070234132";"8285156682";22;165.305,00
"070261024";"1988338472";1;7.419,45
"070280754";"08191724944";2;1.771,08
"070280754";"8191724944";9;21.307,93
"070280754";"81991724944";7;26.554,09
"070280754";"991724944";3;5.286,10
"070297304";"8133013302";3;1.468,90
"070297304";"81986409073";32;12.453,23
"070297304";"984060808";29;137.701,92
"070297304";"986409073";4;986,57
"070316880";"00008134811240";1;92.011,40
"070316880";"8134811240";2;4.041,35
"070316880";"999823533";5;26.454,40
"070337101";"8199250660";2;53.915,09
"070366713";"8137310614";5;500.986,37
"070366713";"8192029110";10;225.976,98
"070366713";"81992029110";1;29.065,54
"070366713";"87985746521";1;7.658,52
"070379106";"8796204887";12;546.063,40
"070478350";"322231580";3;71.250,00
"070507554";"8130824656";5;13.358,60
"070507554";"8131297142";33;14.550,45
"070507554";"8132272589";1;764,21
"070507554";"8195655540";18;46.023,62
"070507554";"81995655540";1;3.326,50
"070507554";"8199910708";1;1.236,96
"070597952";"558196582771";2;35.901,67
"070597952";"8196582771";5;5.000,00
"070597952";"81992216604";11;534.849,01
"070597952";"81994160570";1;560,00
"070597952";"81996582771";36;1.888.670,94
"070597952";"8199887602";1;100,00
"070597952";"81999170262";11;823.135,29
"070597952";"8888888888";1;13.440,00
"070623627";"8133147971";55;75.183,70
"070659656";"037311493";34;898.762,03
"070659656";"8100000000";1;255,00
"070659656";"8137311493";12;418.210,19
"070659656";"819264702881";10;621.564,95
"070659656";"81992647028";7;181.439,30
"070659656";"8888888888";2;2.975,00
"070802980";"081999713062";2;2.146,13
"070802980";"8134546358";13;22.869,41
"070802980";"8198857221";5;12.114,96
"070802980";"8498857221";1;11.102,00
"070806110";"7996785756";4;7.473,19
"070806110";"8137613149";1;881,35
"070806110";"8737636427";1;734,50
"070806110";"8738381521";6;6.397,17
"070825920";"8135330471";74;2.064.814,82
"070832706";"8799916350";4;164.500,00
"070962839";"81997995135";18;56.710,19
