IE;CNPJ;RAZAO;SIT;ARRECADACAO;ENTRADAS;SAIDAS;REGIME;SEGM;MUNICIPIO;DRR;DATA-IE;CONTADOR
"045201900";"11972906000356";"INTERTEC INDUSTRIA COMERCIO E IMPORTACAO DE METAIS LTDA";"C";;;;"NORMAL";"INDUSTRIA";"ESCADA";"I";08/08/2011;
"045186081";"07661729000239";"ANNE RAFAELLA DE MELO SILVA COMERCIO DE VESTUARIO ME";"A";13.736,45;1.421.213,22;;"SIMPLES NACIONAL";"TECIDOS";"RIACHO DAS ALMAS";"II";03/08/2011;"AUMERI TABOSA"
"045177686";"14036822000137";"WANDILENE ETELVINA FREITAS DE LIMA 51350491420";"A";12,73;430.007,33;;"SIMEI";"SUPERMERCADOS";"OLINDA";"I";01/08/2011;
"045115060";"14010743000157";"OLAVO GOMES CARVALHO JUNIOR 00970420480";"C";12,25;;;"NORMAL";"VAREJO";"PETROLINA";"III";01/08/2011;
"045098891";"14004025000178";"SEVERINO JACINTO DA COSTA 26647435468";"A";1.029,14;141.126,46;;"SIMEI";"VAREJO";"RECIFE";"I";01/08/2011;
"045082626";"11973537000235";"C A V COMERCIAL IMPORTACAO E EXPORTACAO LTDA";"S";;;;"NORMAL";"TECIDOS";"CARUARU";"II";01/08/2011;"JOAO CANDIDO DA COSTA FILHO"
"045066507";"13991367000166";"ISABELA MACHADO DIAS ANDRADE BARBOSA 04081280460";"C";;2.345,31;;"NORMAL";"TRANSPORTE";"RECIFE";"I";29/07/2011;
"044997272";"13996182000144";"JULIANA EMILIA DA SILVA ME";"A";58.148,77;1.385.055,50;79.907,70;"NORMAL";"TECIDOS";"CUPIRA";"II";29/07/2011;"MARIA SOLANIA DOS SANTOS MELO"
"044891601";"13961406000182";"ALVES & FAGUNDES CONFECCOES LTDA - ME";"C";;61.350,50;;"NORMAL";"TECIDOS";"ABREU E LIMA";"I";21/07/2011;"ALDEM LUIZ DA SILVA"
"044874944";"97551146000167";"KALTECNICA SERVICOS INDUSTRIAIS EIRELI ME";"A";258,82;8.084.679,48;7.049.412,18;"SIMPLES NACIONAL";"INDUSTRIA";"IGARASSU";"I";19/07/2011;"DANIELLA INTERAMINENSE DE LIMA"
"044867816";"07667367000102";"COPERSUL INDUSTRIA PRODUTORA DE ACUCAR, ETANOL E ENERGIA ELETRICA LTDA";"A";129.556,75;11.034.522,30;5.858.581,55;"NORMAL";"COMBUSTIVEL";"CORTES";"I";18/07/2011;"VALTERJOY DE OLIVEIRA LOBO"
"044769806";"12727145001573";"GUARAVES GUARABIRA AVES LTDA";"A";;3,47;;"NORMAL";"ATACADO DE ALIMENTOS";"RECIFE";"I";12/07/2011;"EGLYS HERMESON DE ALMEIDA OLIVEIRA"
"044750463";"13907876000168";"CANDIDO BEZERRA DA SILVA JUNIOR ARREIOS ME";"S";4.364,07;39.477,69;38.379,00;"SIMPLES NACIONAL";"VAREJO";"CACHOEIRINHA";"II";07/07/2011;"PAULO HENRIQUE SIQUEIRA"
"044654154";"13504560000125";"EDNA C DE ARAUJO-ME";"S";248,75;1.900,00;;"NORMAL";"TECIDOS";"RECIFE";"I";07/07/2011;"VALDIR MENDES DE OLIVEIRA"
"044576846";"13830267000158";"JOSIMERE MARIA AMERICA 47831600400";"S";;373.041,76;;"NORMAL";"VAREJO";"RECIFE";"I";27/06/2011;
"044415320";"83754234013806";"DISTRIBUIDORA BIG BENN S A";"C";7.673.074,67;91.119.122,87;93.255.568,87;"NORMAL";"MEDICAMENTOS";"RECIFE";"I";10/06/2011;"ISABELLA QUEIROZ GUIMARAES"
"043967906";"13483484000119";"MMJ COMERCIO DE ARMARINHO LTDA ME";"S";17,66;41.478,14;;"NORMAL";"TECIDOS";"RECIFE";"I";29/04/2011;"CLODOMIR COUTINHO DE ALMEIDA"
"043889255";"13518148000164";"B E C MYLLYS INDUSTRIA E COMERCIO LTDA - ME";"C";1.723,76;5.526,52;;"NORMAL";"TECIDOS";"JABOATAO DOS GUARARAPES";"I";25/04/2011;"CROMACIO RIBEIRO DE MORAES FILHO"
"043777880";"13433254000145";"JEITO MOLEQUE COMERCIO VAREJISTA DE VESTUARIO LTDA";"A";13.913,25;180.193,83;283.615,55;"NORMAL";"TECIDOS";"CARUARU";"II";12/04/2011;"VALDEMAR FERNANDES DA COSTA FILHO"
"043757502";"13274043000107";"C M DA SILVA - COMERCIO DE ARTIGOS DO VESTUARIO - ME";"A";36.898,59;515.592,66;;"SIMPLES NACIONAL";"TECIDOS";"RECIFE";"I";07/04/2011;"JOSE EDSON DA SILVA"
"043565786";"13339878000106";"AMOS ESTEVO DE LIMA 79310010444";"S";20.160,56;196.232,46;;"NORMAL";"VAREJO";"RECIFE";"I";15/03/2011;
"043532772";"13299960000146";"JOSE DE MACEDO CARVALHO 87647516353";"A";14,06;412.355,89;;"SIMEI";"COMBUSTIVEL";"ARARIPINA";"I";15/03/2011;
"043525482";"13292695000174";"REBEKA MACHADO LINS DA PAIXAO 06005814460";"A";0,95;115.851,82;;"SIMEI";"TECIDOS";"RECIFE";"I";15/03/2011;"WILLAMS ULISSES DE OLIVEIRA E SILVA"
"043246761";"00027986000274";"TRIFER INDUSTRIA METALURGICA LTDA";"C";;;;"NORMAL";"INDUSTRIA";"CABO DE SANTO AGOSTINHO";"I";10/02/2011;"JULIANA RIBEIRO BRANDAO"
"043220886";"19884626001299";"ORTENG EQUIPAMENTOS E SISTEMAS S.A.";"C";;;;"NORMAL";"INDUSTRIA";"IPOJUCA";"I";07/02/2011;"GERSON MOURA FONSECA"
"043164285";"13152565000136";"PEDRO LUIZ DA SILVA 87949741449";"A";500,00;91.800,00;;"SIMEI";"VAREJO";"RECIFE";"I";02/02/2011;
"043029078";"09488817000125";"M F DE SOUZA EMBALAGENS ME";"C";3.156,00;1.377.185,47;757.322,44;"NORMAL";"ATACADO DE ALIMENTOS";"JABOATAO DOS GUARARAPES";"I";21/01/2011;"MAURICIO DUARTE DA SILVA"
"043025919";"13120190000122";"SIM SUPERMERCADOS LTDA ME";"C";;1.087.124,12;1.045,16;"NORMAL";"SUPERMERCADOS";"SERTANIA";"II";21/01/2011;"JOSE LUCIANO DA COSTA GOIS"
"043018203";"11755987000170";"IMPACTO INDUSTRIA DE PAPEL E DISTRIBUIDORA DE CERAMICAS LTDA - ME";"C";;;;"NORMAL";"INDUSTRIA";"VITORIA DE SANTO ANTAO";"II";20/01/2011;"FERNANDO LUIZ DE ARAUJO BARBOSA"
"042957222";"13062283000148";"SAMUEL J REIS ME";"C";2,00;92.193,64;;"NORMAL";"VAREJO";"RECIFE";"I";13/01/2011;"JAIME JOSE BARBOSA RODRIGUES VIANA"
"042921970";"13051328000189";"USIBELT INDUSTRIA COMERCIO E SERVICOS EM METAL LTDA";"S";;1.130,18;4.916,34;"NORMAL";"INDUSTRIA";"RECIFE";"I";11/01/2011;"REGINALDO JOSE DE MEDEIROS"
"042809541";"13002742000106";"MERGULHAO AVICOLA LTDA";"A";25,19;4.306.110,80;618.605,90;"SIMPLES NACIONAL";"INDUSTRIA DE ALIMENTOS";"TACAIMBO";"II";23/12/2010;"CRISTIANO RODRIGUES DO NASCIMENTO"
"042808227";"13007957000101";"BLUE COMEX IMPORTACOES E EXPORTACOES EIRELI";"A";2.580,70;185.217,70;1.583.697,07;"NORMAL";"TECIDOS";"RECIFE";"I";23/12/2010;"IGOR CAMPOS BARROS"
"042665795";"08080267000229";"JOSEILSON GENESIO DA SILVA VESTUARIOS ME";"B";;;;"NORMAL";"TECIDOS";"TORITAMA";"II";17/12/2010;
"042641853";"12822220000180";"ROBERTO MORAIS DE LIMA 07434545704";"A";;7.533,70;;"SIMEI";"VAREJO";"JABOATAO DOS GUARARAPES";"I";17/12/2010;
"042479061";"60736279002060";"MABE BRASIL ELETRODOMESTICOS LTDA";"C";;;;"NORMAL";"INDUSTRIA";"JABOATAO DOS GUARARAPES";"I";13/12/2010;"MARIA ELENICE PEREIRA DA CUNHA"
"042411505";"12902807000107";"JUANA LUIZA MOURA DE ARAUJO 00998667498";"A";798,40;42.357,19;;"SIMEI";"TECIDOS";"RECIFE";"I";08/12/2010;"VALERIA GOMES DE SOUSA LIRA"
"042351006";"12891783000120";"CALIXTO INDUSTRIA E COMERCIO DE FARDAMENTOS LTDA EPP";"C";4.367,09;300.142,93;493.912,40;"NORMAL";"TECIDOS";"OLINDA";"I";25/11/2010;"DIOGENES RAMOS BRASILEIRO"
"042342600";"08012433000250";"SOBRAL TECIDOS EIRELI";"A";;221.231,38;3.833.466,74;"NORMAL";"TECIDOS";"TORITAMA";"II";24/11/2010;"ELISANGELA MEDEIROS DA SILVA"
"042313414";"12847001000155";"ANTONIO J FERREIRA ARAUJO ME";"S";;;;"NORMAL";"TECIDOS";"LAJEDO";"II";18/11/2010;"FABIO ANDRADE DE MELO"
"042031605";"12729138000105";"J M DE QUEIROZ E CIA VESTUARIO LTDA ME";"S";302,67;;348.311,67;"NORMAL";"TECIDOS";"CORTES";"I";09/11/2010;
"041967240";"12642598000100";"LUTECIA DINIZ NUNES 02702418414";"A";3.420,49;145.164,18;;"SIMEI";"TECIDOS";"PETROLINA";"III";06/11/2010;"REGINA BEZERRA OLIVEIRA GOMES"
"041963172";"12639776000135";"MAURA MARIA DOS SANTOS";"S";13,00;;;"SIMPLES NACIONAL";"VAREJO";"IPOJUCA";"I";06/11/2010;"JOSE VITALINO CAVALCANTI FILHO"
"041813103";"12607575000156";"M DE ASSIS TAVARES & CIA LTDA ME";"S";8.262,99;417.349,05;575.266,50;"NORMAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";14/10/2010;"MARCELO DE ASSIS TAVARES"
"041706285";"12551229000101";"IVA IRIS SORAIA DE ANDRADE SANTOS 84654937404";"S";;203.773,98;;"NORMAL";"TECIDOS";"RECIFE";"I";14/10/2010;"GUILHERME COELHO DUARTE"
"041619200";"12507394000158";"JUCIARA CRISTINA MONTEIRO DA SILVA 06329544425";"A";6,45;82.025,74;;"SIMEI";"VAREJO";"CABO DE SANTO AGOSTINHO";"I";14/10/2010;
"041405242";"12469273000169";"FONSECA FILHO COMERCIO DO VESTUARIO LTDA ME";"S";;;;"NORMAL";"TECIDOS";"RECIFE";"I";17/09/2010;"LUIZ CARLOS VILAR DO NASCIMENTO"
"041367561";"12456053000109";"CICERO DIAS DA SILVA 38089076491";"A";15,64;159.922,36;;"SIMEI";"SUPERMERCADOS";"JABOATAO DOS GUARARAPES";"I";14/09/2010;"SEBASTIAO MANOEL DA SILVA"
"041124316";"12329162000157";"ROBERTA DA SILVA 04264927498";"C";12,18;30.255,96;;"NORMAL";"VAREJO";"CAMARAGIBE";"I";14/09/2010;
"041116801";"12326555000107";"SONIA MARIA DE OLIVEIRA 10075042428";"A";3.514,34;152.812,04;;"SIMEI";"VAREJO";"RECIFE";"I";14/09/2010;
"041100484";"12319105000197";"JOSE JAILSON LUCENA DOS SANTOS";"B";357,81;14.943,93;;"NORMAL";"VAREJO";"BEZERROS";"II";14/09/2010;"LUCIA MARIA DA SILVA"
"041071603";"12482767000183";"J N A COMERCIO DE UNIFORMES E ACESSORIOS LTDA";"C";;93.572,75;184.530,90;"NORMAL";"TECIDOS";"OLINDA";"I";10/09/2010;"EDILSON NUNES DA SILVA"
"040914348";"12302401000185";"JOSIVAM MANOEL RODRIGUES 04013992493";"A";2.337,55;128.167,17;;"SIMEI";"VAREJO";"PETROLINA";"III";14/08/2010;
"040902250";"12298218000153";"EDVALDO JOSE DA SILVA 61711047449";"A";10,94;181.002,13;;"SIMEI";"SUPERMERCADOS";"BARREIROS";"I";14/08/2010;"ANA PAULA CAVALCANTI ROCHA NEVES"
"040811611";"12264210000176";"RAQUEL S FERREIRA ME";"A";9.788,46;60.691,30;;"SIMPLES NACIONAL";"VAREJO";"IPOJUCA";"I";14/08/2010;"JAILSON HENRIQUE MARINHO DA SILVA"
"040691535";"12161825000177";"ALEXANDRE COELHO PIMENTEL 02392938431";"A";5.412,71;111.068,99;;"SIMEI";"VAREJO";"RECIFE";"I";14/08/2010;"MONICA JOSE NUNES DE BARROS"
"040665704";"12327168000195";"ANA PAULA A DA SILVA TRINDADE";"C";1.324,84;1.232,34;;"NORMAL";"TECIDOS";"GOIANA";"I";13/08/2010;"MARIA DO CARMO CAVALCANTI DA SILVA"
"040637590";"12279227000105";"JUDIVANIA DAS GRACAS ARAUJO MELO ME";"A";4.232,23;143.934,01;6.875,00;"NORMAL";"TECIDOS";"JATAUBA";"II";09/08/2010;"RENATO ALVES"
"040625400";"12247834000185";"BRASIL CANA E AGUA LTDA ME";"S";17.318,08;1.981.930,30;2.178.632,31;"NORMAL";"INDUSTRIA";"VITORIA DE SANTO ANTAO";"II";06/08/2010;"VALDEMAR LINO CHAVES NETO"
"040440613";"12065808000136";"OSDANIA MARIA DA SILVA 76669920415";"A";16,05;227.716,03;;"SIMEI";"TECIDOS";"CABO DE SANTO AGOSTINHO";"I";22/07/2010;
"040416666";"12053959000174";"MARIA CELIA DE AGUIAR CAMPOS 34396870400";"C";14,01;47.077,88;;"NORMAL";"ATACADO DE ALIMENTOS";"RECIFE";"I";22/07/2010;"RANIERE JOSE DE SOUZA MENDES"
"040409023";"12049202000107";"MARIA DA CONCEICAO DA SILVA VERCOSA 71830596420";"A";260,45;73.188,39;;"SIMEI";"TECIDOS";"RECIFE";"I";22/07/2010;"PAULO RENAN JAQUES BEZERRA"
"040320715";"06126485000221";"H A GONCALVES PRODUTOS OPTICOS EPP";"S";45,81;16.325,59;18.917,23;"SIMPLES NACIONAL";"VAREJO";"SERRA TALHADA";"II";12/07/2010;"FLAVIO JOSE MENDONCA RODRIGUES"
"040316602";"11926538000148";"J. F. DE LIMA ACESSORIOS ME";"S";4.448,20;43.181,78;;"SIMPLES NACIONAL";"TECIDOS";"CAMOCIM DE SAO FELIX";"II";09/07/2010;"MARIA ELIANE CAVALCANTI"
"040250326";"12084947000107";"E B DE FARIAS ME";"C";;101.460,70;;"NORMAL";"MEDICAMENTOS";"RECIFE";"I";21/06/2010;"HEIDY SILVA DO NASCIMENTO"
"040244008";"11740231000158";"MARCELO LEAL CORREA DE ARAUJO - ME";"S";412,44;4.331,74;76.258,00;"NORMAL";"TECIDOS";"RECIFE";"I";17/06/2010;"INALDO JOSE DA SILVA"
"040226700";"01515050000174";"LANGON COSMETICOS LTDA";"C";101.993,26;777.246,15;16.527.083,43;"CONTRIBUINTE SUBSTITUTO";"ATACADO";"CURITIBA";"I";14/06/2010;
"040091856";"11957663000115";"JOSE ALBERTO CORREIA DE MEDEIROS 60955201420";"A";;1.847.657,10;1.832.129,00;"SIMEI";"VAREJO";"RECIFE";"I";11/06/2010;"JORGE ANDRE DOS SANTOS VASCONCELOS"
"040088200";"11954733000181";"GISALDA CHALEGRE DOS SANTOS 04722231435";"C";121,54;2.304,00;;"NORMAL";"TECIDOS";"RECIFE";"I";11/06/2010;
"039957470";"11917803000121";"WK ALVES MOVEIS E DECORACOES LTDA";"A";9.679,55;466.129,56;164.287,35;"SIMPLES NACIONAL";"VAREJO";"CARUARU";"II";28/05/2010;"MAGNO JOSE CAVALCANTI BESERRA"
"039670422";"11285770000144";"CALCADAS MSP COMERCIO DE CONFECCOES LTDA";"C";557,84;72.135,87;;"NORMAL";"TECIDOS";"RECIFE";"I";23/04/2010;"ARISTOTELES SANTIAGO FILHO"
"039626105";"11783086000192";"M J DE MIRANDA";"S";;103.590,48;;"NORMAL";"TECIDOS";"RIACHO DAS ALMAS";"II";13/04/2010;"MILSON SALES VIEIRA"
"039488543";"11615817000190";"AURICELIA LOURENCO LEITE 04519258405";"A";416,52;104.831,05;;"SIMEI";"TECIDOS";"PARNAMIRIM";"III";13/04/2010;"ADENOR LAUR NCIO LEITE"
"039487903";"11615329000183";"LUIZ DA S G NETO INFORMATICA ME";"A";;156,00;24.000,00;"SIMEI";"VAREJO";"RECIFE";"I";13/04/2010;"PAULO ROBERTO CAMPELLO GUIMARAES"
"039395537";"11580860000168";"FRANCIMAR CAVALCANTE LIMA 83683763434";"A";252,08;4.217,96;;"SIMEI";"TECIDOS";"RECIFE";"I";05/04/2010;
"039303780";"11437754000120";"EMIRADOS CONFECCOES LTDA";"C";;;;"NORMAL";"TECIDOS";"VERTENTES";"II";25/03/2010;
"039260607";"11634487000180";"LAIS OTICA LTDA";"C";;6.140,55;;"NORMAL";"VAREJO";"ESCADA";"I";17/03/2010;"ANTONIO RILDO MATOS DE MIRANDA"
"039231429";"10619983000100";"GODOY & BAPTISTELLA INDUSTRIA E COMERCIO DE PRODUTOS HIGIENE LTDA";"C";;35.733,92;580.888,58;"CONTRIBUINTE SUBSTITUTO";"INDUSTRIA";"SANTA MARIA DA SERRA";"I";09/03/2010;
"039215903";"11595929000127";"ALINE RANIERE V. CONSTANTINO RESTAURANTE";"A";341,50;124.559,31;4.522,75;"SIMPLES NACIONAL";"VAREJO";"PAUDALHO";"I";05/03/2010;"MARCONES MANOEL DA SILVA"
"039166856";"11369446000104";"VALENTINA COMERCIO DE VESTUARIO IMPORTACAO E EXPORTACAO LTDA ME";"A";39.233,09;1.016.187,82;;"SIMPLES NACIONAL";"TECIDOS";"RECIFE";"I";19/02/2010;"GILSONILDO RIBEIRO COSTA"
"039139530";"11159919000149";"MARLENE MARGARIDA DE FARIAS CONFECCOES";"S";;5.904,48;;"NORMAL";"TECIDOS";"CARPINA";"I";10/02/2010;"JOSE CARLOS RODRIGUES DE LIMA"
"039103773";"11475796000155";"KAMEDICA DISTRIBUIDORA DE MEDICAMENTOS LTDA EPP";"A";70.096,83;3.377.762,99;8.315.653,13;"NORMAL";"MEDICAMENTOS";"JABOATAO DOS GUARARAPES";"I";03/02/2010;"REYNALDO MENDES DA CUNHA"
"039100910";"11486898000176";"FABIANA CORDEIRO COMERCIO - ME";"A";499,87;33.133,98;735.504,94;"NORMAL";"TECIDOS";"OLINDA";"I";02/02/2010;"INALDO JOSE DA SILVA"
"039034275";"11450286000123";"MANDACARU ATACADO E COMERCIO LTDA ME";"C";567,73;2.117.170,37;648.544,20;"SIMPLES NACIONAL";"TECIDOS";"TORITAMA";"II";18/01/2010;"ROBERTO TORRES DE SALES JUNIOR"
"038925818";"11190994000172";"POSTO DE COMBUSTIVEIS EUROPA LTDA";"C";;;7.513.329,00;"NORMAL";"COMBUSTIVEL";"RECIFE";"I";21/12/2009;"GILBERTO MARTINS DA SILVA JUNIOR"
"038745321";"11274819000163";"TUPAN TECNOLOGIA E COMPONENTES ELETRONICOS LTDA";"C";;;;"NORMAL";"INDUSTRIA";"SALGUEIRO";"III";12/11/2009;"ERBERT FERNANDO DA SILVA"
"038742497";"04980258003097";"DRICOS MOVEIS E ELETRODOMESTICOS LTDA";"B";;22.203,17;211.602,96;"NORMAL";"VAREJO";"CARUARU";"II";11/11/2009;"FRANCISCA MARIA BARBOSA ROCHA"
"038466368";"11115553000106";"ODAIR DE OLIVEIRA PINTO - ME";"S";;3.717,76;28.116,00;"NORMAL";"TECIDOS";"PAULISTA";"I";15/09/2009;
"038391767";"11087265000195";"MARIA A CORREIA - PAPELARIA ME";"S";;21.716,55;;"NORMAL";"TECIDOS";"VITORIA DE SANTO ANTAO";"II";31/08/2009;"NEWTON RODRIGUES DA SILVA FILHO"
"038366061";"11053859000185";"ARCA ARMARINHO CAVALCANTI LTDA ME";"S";;36.099,38;;"NORMAL";"TECIDOS";"PESQUEIRA";"II";26/08/2009;"GERALDO MAGELA DE OLIVEIRA"
"038297230";"11018508000133";"IRISMAR OLIVEIRA DA SILVA CONFECCOES ME";"C";;;;"NORMAL";"TECIDOS";"CARUARU";"II";12/08/2009;"EDNALDO JOSE PEREIRA"
"038295539";"11001303000145";"NOBRART INDUSTRIA E COMERCIO LTDA";"C";;1.639,94;125.497,37;"NORMAL";"INDUSTRIA";"RECIFE";"I";12/08/2009;"ABDON ABEL DE LIMA"
"038256983";"06994981000388";"RAPHAEL GUIMARAES BRITTO EIRELI ME";"B";482,10;;;"NORMAL";"TECIDOS";"OLINDA";"I";31/07/2009;"JOAO VIEIRA DE CARVALHO"
"038129523";"10891287000140";"C. V. A. - COMERCIO VAREJISTA DE ALIMENTOS LTDA";"B";;;;"NORMAL";"SUPERMERCADOS";"RECIFE";"I";01/07/2009;
"038091100";"28823805006861";"CREACOES OPCAO LTDA";"A";124.846,95;1.187.178,65;1.261.913,58;"NORMAL";"TECIDOS";"JABOATAO DOS GUARARAPES";"I";19/06/2009;"ALEX SANDRO JORGE DE BARROS"
"038046741";"10865042000149";"ITALA TARCIANE DE ALMEIDA VIEIRA - ME";"S";746,54;15.114,89;;"NORMAL";"TECIDOS";"CARUARU";"II";09/06/2009;"MICHEL JEAN PINHEIRO WANDERLEY"
"038012928";"10823488000100";"MARIO VITAL ARTIGOS DO VESTUARIO EIRELI";"S";;28.158,77;76.399,20;"NORMAL";"TECIDOS";"OLINDA";"I";02/06/2009;"NEHEMIAS LINS DE SOUZA"
"038005042";"10711839000191";"JAILSON RIBEIRO DA SILVA ME";"C";;;;"NORMAL";"TECIDOS";"ABREU E LIMA";"I";29/05/2009;"JOANA D ARC ALVES DA SILVA"
"037993879";"10810134000121";"ANDERSON WENDELL DE OLIVEIRA VESTUARIO ME";"C";214,72;11.410,16;46.635,00;"NORMAL";"TECIDOS";"CATENDE";"I";27/05/2009;
"037945394";"10796984000112";"CASA DOS AVIAMENTOS LTDA ME";"S";;5.811,38;;"NORMAL";"TECIDOS";"OLINDA";"I";15/05/2009;"FRANCISCO ASSIS DOS SANTOS FILHO"
"037923900";"10784477000169";"RODRIGO BELO OSORIO - ME";"C";;69.810,43;;"NORMAL";"VAREJO";"CARUARU";"II";11/05/2009;"CHRISTIAN MARCELO MENDONCA LIMA"
"037859986";"10745502000103";"COSMETICOS INDUSTRIA E COMERCIO LTDA";"A";1.285,60;;;"NORMAL";"INDUSTRIA";"GOIANA";"I";22/04/2009;"MARCELE BORGES MILET MORAES"
"037809610";"10723798000153";"WWW MARTINHO INDUSTRIA DE ARTIGOS DO VESTUARIO LTDA ME";"S";5.213,78;41.675,33;;"NORMAL";"TECIDOS";"CARUARU";"II";08/04/2009;"JOSE SEVERINO SILVA DE PAULA"
"037679651";"04370774000165";"W.A.L INDUSTRIA E COMERCIO DE MOVEIS PARA ESCRITORIO LTDA";"C";;36.274,44;186.585,60;"NORMAL";"INDUSTRIA";"RECIFE";"I";05/03/2009;"MURILO BATISTA LIPPO FILHO"
"037644947";"10632117000141";"FERREIRA E SILVA EPI LTDA ME";"C";513,44;56.620,20;508.007,40;"NORMAL";"TECIDOS";"PAUDALHO";"I";20/02/2009;"LUCI MARIA SILVA DO NASCIMENTO"
"037593340";"10621018000164";"DMARIE CONFECCAO E COMERCIO DE ARTIGOS DO VESTUARIO LTDA ME";"A";204,92;3.924,50;;"NORMAL";"TECIDOS";"RECIFE";"I";11/02/2009;"FABIANA CRISTINA MEDEIROS BARBOSA DO O"
"037578898";"10614093000106";"ROMULO SOUZA DOS SANTOS EIRELI ME";"S";4.193,69;170.903,71;;"SIMPLES NACIONAL";"VAREJO";"SALGUEIRO";"III";06/02/2009;"ADNA GOMES DA CUNHA"
"037513257";"10556198000148";"LOURIFARMA PRODUTOS FARMACEUTICOS LTDA ME";"C";;966.585,32;;"NORMAL";"MEDICAMENTOS";"OLINDA";"I";26/01/2009;"REYNALDO MENDES DA CUNHA"
"037420089";"10534426000189";"ASTOLLI INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA - ME";"S";4.979,75;56.111,57;;"NORMAL";"INDUSTRIA";"JABOATAO DOS GUARARAPES";"I";30/12/2008;"ADISIO GENU DE FREITAS"
"037358340";"09532166000123";"FELIPE ANTONIO PESSOA DA SILVA FILHO";"B";;36.127,46;;"NORMAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";12/12/2008;"FRANCISCO DE ASSIS FRANCA"
"037182471";"10416688000149";"MASTEX INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE PRODUTOS TEXTEIS LTDA";"A";370,44;216.853,09;57.106,65;"SIMPLES NACIONAL";"TECIDOS";"CARUARU";"II";30/10/2008;"GILBERTO ANTONIO DA SILVA"
"037055607";"10299460000116";"FERNANDA MARIA DE LIMA COMERCIO";"S";29.292,00;797.688,14;;"NORMAL";"TECIDOS";"CARUARU";"II";02/10/2008;"LUIZ CARLOS FERREIRA DA COSTA"
"036981494";"10320339000129";"PRIVATE LABEL INDUSTRIA E COMERCIO DE CONFECCOES LTDA";"C";;;;"NORMAL";"TECIDOS";"CARUARU";"II";17/09/2008;
"036884456";"10219033000180";"ROSELIA & STEFFANE MODAS LTDA ME";"C";;;;"NORMAL";"TECIDOS";"PAUDALHO";"I";08/08/2008;"IVONETE SIEBRA BARBOSA"
"036828386";"10193535000180";"LANA LETICIA BARROS CAMILO";"S";2.005,02;96.934,92;;"NORMAL";"TECIDOS";"CARUARU";"II";28/07/2008;
"036791016";"10171769000126";"R S DE FREITAS TECIDOS";"S";80.942,11;376.158,81;63.351,19;"SIMPLES NACIONAL";"TECIDOS";"RECIFE";"I";22/07/2008;"PEDRO PAULO MIRANDA DE FIGUEIREDO"
"036681008";"09610773000164";"MJ COMERCIO IMPORTACAO E EXPORTACAO DE ALIMENTOS LTDA";"C";;;;"NORMAL";"INDUSTRIA DE ALIMENTOS";"RECIFE";"I";18/06/2008;
"036426660";"09369490000172";"PROCEM INDUSTRIAL E COMERCIAL LTDA";"C";;;;"NORMAL";"INDUSTRIA";"PAULISTA";"I";11/04/2008;"GABRIEL LIMA SILVA"
"036407100";"09459740000165";"PUREZA-COMERCIO DE AGUA DESSALINIZADA LTDA";"C";;;;"NORMAL";"BEBIDAS";"SAO JOSE DO EGITO";"II";08/04/2008;"JOSE ALBERICO NUNES DE BRITO"
"036288926";"09375447000110";"MAYANA THAISE BEZERRA DA SILVA";"S";9,19;31.497,73;;"SIMPLES NACIONAL";"TECIDOS";"ARCOVERDE";"II";04/03/2008;"NADJA SIQUEIRA FREITAS DE LIMA"
"036273651";"09369107000186";"FEITO A MAO INDUSTRIA E COMERCIO DE PRODUTOS SUSTENTAVEIS EIRELI";"C";;;;"NORMAL";"TECIDOS";"JABOATAO DOS GUARARAPES";"I";28/02/2008;
"036220108";"09284276000113";"REI COMERCIO DE COMBUSTIVEIS LTDA";"C";;19.477,41;;"NORMAL";"COMBUSTIVEL";"PAULISTA";"I";15/02/2008;"GILBERTO MARTINS DA SILVA JUNIOR"
"036183741";"09333201000185";"VISABAG - INDUSTRIA E COMERCIO DE EMBALAGENS PLASTICAS LTDA - ME";"C";2.774,85;;;"NORMAL";"INDUSTRIA";"JABOATAO DOS GUARARAPES";"I";01/02/2008;"SERGIO HENRIQUE SILVA DE OLIVEIRA"
"036056804";"00827591000418";"ACTIVAS PLASTICOS INDUSTRIAIS LTDA";"A";1.017.841,57;63.102.906,09;67.124.186,73;"NORMAL";"ATACADO";"JABOATAO DOS GUARARAPES";"I";02/01/2008;"SIDNEY PEREIRA"
"036036285";"09248813000170";"COMERCIO IMPORTACAO E EXPORTACAO DE ARTIGOS DO VESTUARIO E ARTEFATOS DO BRASIL LTDA";"S";9.785,77;1.250.685,05;116.869,95;"SIMPLES NACIONAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";21/12/2007;"INACIA BEZERRA DA SILVA"
"036004162";"09238319000124";"ISIS BEZERRA DE LIMA";"A";785,57;396.090,16;;"SIMPLES NACIONAL";"VAREJO";"IPOJUCA";"I";12/12/2007;"LUIZ  PREQUE ALVES DE OLIVEIRA"
"035807253";"09033893000146";"COOPERATIVA EM CONFECCOES DE MACAPARANA";"S";;;;"NORMAL";"TECIDOS";"MACAPARANA";"I";24/10/2007;
